Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
2138769,Geekspeak: Why Life + Mathematics = Happiness,Graham Tattersall,"Tattersall, Graham",,"=""0007263384""","=""9780007263387""",0,3.12,Not Avail,Unknown Binding,270,2007,2007,,2018/06/25,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
7125991,"Seeing Further: Ideas, Endeavours, Discoveries and Disputes — The Story of Science Through 350 Years of the Royal Society",Bill Bryson,"Bryson, Bill","James Gleick, Henry Petroski, Georgina Ferrey, Steve Jones, Philip Ball, Paul Davies, Ian Stewart, John D. Barrow, Oliver Morton, Maggie Gee, Stephen H. Schneider, Margaret Atwood, Gregory Benford, Martin J. Rees, Margaret Wertheim, Neal Stephenson, Rebecca Goldstein, Simon Schaffer, Richard  Holmes, Richard Fortey, Richard Dawkins","=""0007302568""","=""9780007302567""",0,3.58,Harper Press,Hardcover,490,2010,2010,,2018/06/25,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
2189608,"Christmas At The New Yorker: Stories, Poems, Humor, And Art",The New Yorker,"Yorker, The New",,"=""1400061407""","=""9781400061402""",0,3.60,Random House,Hardcover,320,2004,2003,,2018/06/25,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
11393192,"Word Hero: A Fiendishly Clever Guide to Crafting the Lines that Get Laughs, Go Viral, and Live Forever",Jay Heinrichs,"Heinrichs, Jay",,"=""0307716368""","=""9780307716361""",0,3.69,Three Rivers Press,Paperback,352,2011,2011,,2018/06/25,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
28446947,"Autumn (Seasonal, #1)",Ali Smith,"Smith, Ali",,"=""0241207002""","=""9780241207000""",0,3.71,Hamish Hamilton,Hardcover,264,2016,2016,,2018/06/25,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
34846249,Locking Up Our Own: Crime and Punishment in Black America,James Forman Jr.,"Jr., James Forman",,"=""""","=""""",0,4.38,"Farrar, Straus and Giroux",Kindle Edition,320,2017,2017,,2018/06/25,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
33911349,Prairie Fires: The American Dreams of Laura Ingalls Wilder,Caroline Fraser,"Fraser, Caroline",,"=""1627792767""","=""9781627792769""",0,3.98,Metropolitan Books,Hardcover,640,2017,2017,,2018/06/25,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
31920820,Priestdaddy,Patricia Lockwood,"Lockwood, Patricia",,"=""1594633738""","=""9781594633737""",0,3.72,Riverhead Books,Hardcover,336,2017,2017,,2018/06/25,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
33590624,"A World Without ""Whom"": The Essential Guide to Language in the BuzzFeed Age",Emmy J. Favilla,"Favilla, Emmy J.",,"=""1632867575""","=""9781632867575""",0,3.73,Bloomsbury USA,Hardcover,311,2017,2017,,2018/06/25,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",0,4.40,Prentice Hall,Paperback,434,2008,2007,,2018/06/25,"to-read, reference","to-read (#61), reference (#16)",to-read,,,,0,,,0,,,,,
11298,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""037571894X""","=""9780375718946""",0,3.94,Vintage,Paperback,353,2002,1982,,2018/06/25,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
29983711,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""1455563935""","=""9781455563937""",0,4.27,Grand Central Publishing,Hardcover,489,2017,2017,,2018/06/25,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",0,3.81,Viking,Hardcover,341,2017,2016,,2018/06/25,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""1501126067""","=""9781501126062""",0,4.02,Scribner,Hardcover,285,2017,2017,,2018/06/25,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
34237826,Grant,Ron Chernow,"Chernow, Ron",,"=""159420487X""","=""9781594204876""",0,4.50,Penguin Press ,Hardcover,1074,2017,2017,,2018/06/25,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
13167035,"The Seven Wonders (Ancient World, #1)",Steven Saylor,"Saylor, Steven",,"=""0312359845""","=""9780312359843""",3,3.79,Minotaur Books,Hardcover,321,2012,2012,,2018/03/19,mystery,mystery (#144),read,,,,1,,,0,,,,,
17910054,The Sixth Extinction: An Unnatural History,Elizabeth Kolbert,"Kolbert, Elizabeth",,"=""0805092994""","=""9780805092998""",4,4.13,Henry Holt and Co. (Georg von Holtzbrinck),Hardcover,336,2014,2014,,2018/06/12,book-club,book-club (#243),read,,,,1,,,0,,,,,
9634967,"Robopocalypse (Robopocalypse, #1)",Daniel H. Wilson,"Wilson, Daniel H.",,"=""0385533853""","=""9780385533850""",3,3.69,Doubleday,Audiobook,347,2011,2011,2018/06/12,2018/05/10,book-club,book-club (#242),read,,,,1,,,0,,,,,
270420,"Queen Isabella: Treachery, Adultery, and Murder in Medieval England",Alison Weir,"Weir, Alison",Lisette Lecat,"=""1419363069""","=""9781419363061""",3,3.85,Recorded Books,Audio CD,0,2005,2005,2018/05/10,2018/04/11,,,read,"An intriguing book.  Very heavily researched, with possibly too many details.  (Do I really need to know which nights Isabella spent in which manors, and how much each item that she bought cost?)  On the other hand, it was filled with assumptions and speculations, telling what Isabella 'must have' felt, and stating that her tyrannies after Edward II was deposed were obvious proof of her infatuation with Mortimer.  But the kicker comes when she convinces herself that Edward was not murdered, but escaped to Europe and lived as a penitent hermit for the rest of his days - even to returning to England to meet with his son.  She quoted a great deal of source material, not in the original French or Norman French or Latin, of course, but translated into English.  But sometimes it was rendered in modern English, and sometimes in what sounded like Elizabethan English.  This was a bit disconcerting. ",true,,1,,,0,,,,,
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",2,4.36,Atria Books,Hardcover,337,2014,2012,2018/05/10,2018/04/22,book-club,book-club (#241),read,"Fluff.  A pleasant, and predictable, read, in which everything turns out well in the end.  Ove is a type - the strong man who doesn't want to talk about his feelings, and is more at home with a screwdriver than with people.  And one that we all know, in our family or friends.<br/><br/>",,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",3,4.20,Spectra,Hardcover,224,2004,1950,2018/04/24,2018/04/11,book-club,book-club (#240),read,,,,2,,,0,,,,,
9820,Crossing to Safety,Wallace Stegner,"Stegner, Wallace","Terry Tempest Williams, T.H. Watkins","=""037575931X""","=""9780375759314""",3,4.16,Modern Library,Paperback,368,2002,1987,2018/04/11,2018/04/01,book-club,book-club (#239),read,"An interesting novel.  In which there is hardly any plot, and just a wee bit of overblown conflict.  So it's basically a novel-length character study.<br/><br/>But what a study.  The characters were so finely drawn that we all recognized them.  In ourselves, our spouses, our parents and our friends.  We spent the evening talking about couple dynamics and gender roles, and even the interplay between friends. ",,,2,,,0,,,,,
80660,We Need to Talk About Kevin,Lionel Shriver,"Shriver, Lionel",,"=""006112429X""","=""9780061124297""",0,4.05,Harper Perennial,Paperback,400,2006,2003,,2018/04/01,,,read,,,,1,,,0,,,,,
14891,A Tree Grows in Brooklyn,Betty  Smith,"Smith, Betty",,"=""0061120073""","=""9780061120077""",0,4.27,HarperCollins Publishers,Paperback,496,2006,1943,,2018/04/01,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
34953088,The Throne of Caesar (Roma Sub Rosa #13),Steven Saylor,"Saylor, Steven",,"=""1250087120""","=""9781250087126""",0,4.12,Minotaur Books,Hardcover,400,2018,2018,,2018/03/19,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
102718,"A Mist of Prophecies (Roma Sub Rosa, #9)",Steven Saylor,"Saylor, Steven",,"=""0312983778""","=""9780312983772""",0,3.97,Minotaur Books,Paperback,304,2003,2002,,2018/03/19,mystery,mystery (#143),read,,,,0,,,0,,,,,
578458,"Rubicon (Roma Sub Rosa, #7)",Steven Saylor,"Saylor, Steven",,"=""0312971184""","=""9780312971182""",0,4.04,Minotaur Books,Paperback,320,2000,1999,,2018/03/19,mystery,mystery (#142),read,,,,0,,,0,,,,,
102712,"Arms of Nemesis (Roma Sub Rosa, #2)",Steven Saylor,"Saylor, Steven",,"=""0312978324""","=""9780312978327""",0,4.00,Minotaur Books,Paperback,321,2001,1992,,2018/03/19,mystery,mystery (#141),read,,,,1,,,0,,,,,
102717,"The House of the Vestals (Roma Sub Rosa, #6)",Steven Saylor,"Saylor, Steven",,"=""1841190594""","=""9781841190594""",0,4.02,Robinson,Paperback,275,1999,1997,,2018/03/19,mystery,mystery (#140),read,,,,1,,,0,,,,,
102724,"A Murder on the Appian Way (Roma Sub Rosa, #5)",Steven Saylor,"Saylor, Steven",,"=""1854878913""","=""9781854878915""",0,4.11,Robinson,Paperback,400,1998,1994,,2018/03/19,mystery,mystery (#139),read,,,,1,,,0,,,,,
102715,"Catilina's Riddle (Roma Sub Rosa, #3)",Steven Saylor,"Saylor, Steven",,"=""0312982119""","=""9780312982119""",0,4.10,Minotaur Books,Paperback,496,2002,1993,,2018/03/19,mystery,mystery (#138),read,,,,1,,,0,,,,,
102714,"The Judgment of Caesar (Roma Sub Rosa, #10)",Steven Saylor,"Saylor, Steven",,"=""0312932979""","=""9780312932978""",0,4.02,Minotaur Books,Paperback,352,2005,2004,,2018/03/19,mystery,mystery (#137),read,,,,0,,,0,,,,,
102716,"Last Seen in Massilia (Roma Sub Rosa, #8)",Steven Saylor,"Saylor, Steven",,"=""184119431X""","=""9781841194318""",0,4.07,Robinson,Paperback,300,2001,2000,,2018/03/19,mystery,mystery (#136),read,,,,0,,,0,,,,,
102721,"The Venus Throw (Roma Sub Rosa, #4)",Steven Saylor,"Saylor, Steven",,"=""0312957785""","=""9780312957780""",0,4.03,St. Martin's Paperbacks,Paperback,400,1996,1995,,2018/03/19,mystery,mystery (#135),read,,,,0,,,0,,,,,
102720,"Roman Blood (Roma Sub Rosa, #1)",Steven Saylor,"Saylor, Steven",,"=""0312972962""","=""9780312972967""",0,3.95,Minotaur Books,Mass Market Paperback,401,2000,1991,,2018/03/19,,,read,,,,1,,,0,,,,,
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""0812993543""","=""9780812993547""",3,4.40,Spiegel & Grau,Hardcover,152,2015,2015,,2018/02/20,book-club,book-club (#238),read,"A short book, but not an easy one.  Purportedly written to his 15-year old son, possibly as a hard-copy version of the talk that every black male teenager gets.  But published.  Which raises the question of who exactly is the book's intended audience.  I felt like a voyeur reading it.   The structure of the book is loose, more stream of consciousness than anything else.  And the vocabulary is hard to follow, with ""people who think they are white"" turning into ""Dreamers"" by the end of the book.  <br/><br/>",,,1,,,0,,,,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",4,4.01,Random House,Paperback,509,2004,2004,,2018/03/15,,,read,,,,1,,,0,,,,,
184711,"Strange Times, My Dear: The PEN Anthology of Contemporary Iranian Literature",Nahid Mozaffari,"Mozaffari, Nahid",Ahmad Karimi Hakkak,"=""1559708050""","=""9781559708050""",0,3.92,Arcade Publishing,Paperback,496,2006,2005,2018/03/15,2017/10/26,,,read,,,,1,,,0,,,,,
32140673,Greek to GCSE: Part 2: Revised Edition for OCR GCSE Classical Greek (9-1),John Taylor,"Taylor, John",,"=""1474255221""","=""9781474255226""",2,4.11,Bloomsbury Academic,ebook,,2016,2003,,2017/03/07,currently-reading,currently-reading (#7),currently-reading,"I'm having trouble with this ebook.  All sorts of formatting problems are cropping up, that weren't in the previous book in the series.",,,1,,,0,,,,,
31385166,Greek to GCSE: Part 1: Revised Edition for OCR GCSE Classical Greek (9-1),John Taylor,"Taylor, John",,"=""1474255175""","=""9781474255172""",3,4.15,Bloomsbury Academic,ebook,224,2016,2003,2018/03/15,2017/03/07,reference,reference (#14),read,A textbook on ancient Greek for high-school students.  With only the first half of the class.  And it still took me nearly a year to finish.,,,1,,,0,,,,,
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,"=""1595581030""","=""9781595581037""",3,4.49,The New Press,Hardcover,290,2010,2010,2018/03/15,2018/01/23,book-club,book-club (#237),read,"This book was difficult to read.  Repetitive and verging on strident.  And sometimes it was hard to tell whether she was stating facts or opinions.  One of us did some research and found some rebuttals to the book that claimed that her statistics were off - that nearly everyone in prison was convicted of crimes of violence.  None of which detracts from the fact (opinion?) that the war on drugs has been a colossal failure, or excuses the fact that enforcement is focused so strongly on minorities, and largely ignoring drug use by whites.",,,1,,,0,,,,,
4656,The Fourth Hand,John Irving,"Irving, John",,"=""0345463153""","=""9780345463159""",2,3.31,Fawcett Books,Paperback,368,2003,2001,,2018/02/20,,,read,,,,1,,,0,,,,,
131363,The Affair of the Pink Pearl,Agatha Christie,"Christie, Agatha",James Warwick,"=""0886466024""","=""9780886466022""",0,3.58,DH Audio,Audio Cassette,,1993,1929,,2018/02/13,,,read,,,,1,,,0,,,,,
12536996,The Case of the Missing Lady (Tommy & Tuppence Series Short),Agatha Christie,"Christie, Agatha",,"=""0062129740""","=""9780062129741""",0,3.54,William Morrow Paperbacks,ebook,100,2011,2012,,2018/02/13,,,read,,,,1,,,0,,,,,
7519231,"All Clear (All Clear, #2)",Connie Willis,"Willis, Connie",,"=""0553807676""","=""9780553807677""",3,4.07,Spectra,Hardcover,656,2010,2010,,2018/02/13,,,read,,,,1,,,0,,,,,
30555488,The Underground Railroad,Colson Whitehead,"Whitehead, Colson",,"=""0385542364""","=""9780385542364""",3,4.03,Doubleday Books,Hardcover,306,2016,2016,2018/02/13,2016/12/09,,,read,,,,1,,,0,,,,,
824446,The Cat Who Had 14 Tales,Lilian Jackson Braun,"Braun, Lilian Jackson",,"=""""","=""""",0,3.81,Berkley Books,Paperback,243,1988,1988,2018/01/23,2017/10/26,,,read,,,,1,,,0,,,,,
27209433,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,"Isenberg, Nancy",,"=""0670785970""","=""9780670785971""",2,3.74,Viking,Hardcover,460,2016,2016,2018/01/23,2016/12/18,book-club,book-club (#234),read,"Nobody liked this book.  It was overly long and repetitive, badly in need of a good editor.  It flipped between a factual historical account and standing on a soapbox spouting unsubstantiated opinions.  It presented a scathing picture of a long-term underclass in this 'classless' society, but gave not a hint of how to solve the problem.  <br/><br/>But.  <br/><br/>It triggered so much discussion that the librarian had co come in and kick us out so they could close up. ",,,1,,,0,,,,,
6506307,"Blackout (All Clear, #1)",Connie Willis,"Willis, Connie",,"=""0553803190""","=""9780553803198""",4,3.84,Spectra Books,Paperback,610,2010,2010,,2018/01/23,,,read,,,,1,,,0,,,,,
10054335,Rules of Civility,Amor Towles,"Towles, Amor",,"=""0670022691""","=""9780670022694""",4,4.04,Viking Adult,Hardcover,335,2011,2011,2016/01/25,2016/02/01,book-club,book-club (#236),read,"<br/>A 'memoir', of a middle-aged woman in the 60's remembering her youth.  Specifically, the people and events in the year of 1938 that set the course of her adult life. Not much in the way of a plot, but the characters were well drawn, and the writing superb.<br/>",,,1,,,0,,,,,
59417,The Crystal Frontier,Carlos Fuentes,"Fuentes, Carlos",Alfred J. Mac Adam,"=""0156006200""","=""9780156006200""",0,3.83,Mariner Books,Paperback,280,1998,1995,,2017/11/29,book-club,book-club (#233),read,,,,1,,,0,,,,,
25489134,"The Bear and the Nightingale (Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,"=""1101885939""","=""9781101885932""",2,4.10,Del Rey Books,Hardcover,323,2017,2017,2018/01/23,2017/11/29,book-club,book-club (#235),read,"A novel, with a strong female protagonist, loosely based on Russian fairy tales.    A couple of people had gone to see the author at a talk in the burbs, and said that she'd written it because she was bored.  And had written too much and had taken the first third of her manuscript and rewritten that as the first novel of a trilogy.  ",,,1,,,0,,,,,
53645,Tender at the Bone: Growing Up at the Table,Ruth Reichl,"Reichl, Ruth",,"=""0767903382""","=""9780767903387""",3,4.07,Broadway Books,Paperback,304,1999,1998,2017/10/24,2017/09/26,book-club,book-club (#232),read,A fun vacation read.  ,,,2,,,0,,,,,
34317278,Storm in a Teacup: The Physics of Everyday Life,Helen Czerski,"Czerski, Helen",Chloe Massey,"=""""","=""9781524757175""",4,4.02,Penguin Random House Audio Publishing Group ,Audiobook,10,2017,2017,,2017/10/24,,,read,"I checked this one out because I'm always on the lookout for good non-fiction for our book group.  And I loved it.  She explains the physics of what's happening around us in simple easy to understand language, in a way that makes you look at it in an entirely different way.  Unfortunately, I decided that I can't recommend it to the book group, because I don't see anything to discuss in it.  ",,,1,,,0,,,,,
32446765,The Civil Wars,Gaius Julius Caesar,"Caesar, Gaius Julius",,"=""1911495968""","=""9781911495963""",0,4.06,Big Nest,ebook,,2016,-47,,2016/11/15,"latin, classics, currently-reading","latin (#6), classics (#61), currently-reading (#4)",currently-reading,,,,1,,,0,,,,,
25893693,"Lilac Girls (Lilac Girls, #1)",Martha Hall Kelly,"Kelly, Martha Hall",,"=""1101883073""","=""9781101883075""",2,4.28,Ballantine Books,Hardcover,487,2016,2016,2017/09/26,2017/09/26,book-club,book-club (#231),read,"The book seemed to be well-researched, allowing Kelly to fill it with rich details.  To the point where the reader starts to trip over the detail.  Like, do I really need to know what every woman at Caroline's society parties was wearing?  The book is narrated in the the first person - three first persons actually, switching back and forth between Caroline (an actual person), Herta (another actual person) and Kasia (a fictional composite).  This allows the author to build suspense, bringing each narration to a cliff-hanger and then swapping out to a different narrator, to leave you hanging.  But it also provided some relief.  Because when reading about Ravensbrück got too overwhelming, then the scene would switch and, wham! you were back in New York City.",,,2,,,0,,,,,
